system:index,BAft2acre,Defol17abs,DefolMean,DefolSD,DefolSD3x3,HotSpot,OakDefolMe,OakDefolSD,PropOak,SmplPnt,TYPE_ABREV,YEAR_COMPL,harv,hotplot,latitude,longitude,m_evi_2000_2010_h12_16d,m_evi_2000_2010_h12_full,m_evi_2000_2010_h13_16d,m_evi_2000_2010_h13_full,m_evi_2005_2015_h12_16d,m_evi_2005_2015_h12_full,m_evi_2005_2015_h13_16d,m_evi_2005_2015_h13_full,m_ndvi_2000_2010_h12_16d,m_ndvi_2000_2010_h12_full,m_ndvi_2000_2010_h13_16d,m_ndvi_2000_2010_h13_full,m_ndvi_2005_2015_h12_16d,m_ndvi_2005_2015_h12_full,m_ndvi_2005_2015_h13_16d,m_ndvi_2005_2015_h13_full,m_reanalysis,m_sr_2000_2010_h12_16d,m_sr_2000_2010_h12_full,m_sr_2000_2010_h13_16d,m_sr_2000_2010_h13_full,m_sr_2005_2015_h12_16d,m_sr_2005_2015_h12_full,m_sr_2005_2015_h13_16d,m_sr_2005_2015_h13_full,m_tcg_2000_2010_h12_16d,m_tcg_2000_2010_h12_full,m_tcg_2000_2010_h13_16d,m_tcg_2000_2010_h13_full,m_tcg_2005_2015_h12_16d,m_tcg_2005_2015_h12_full,m_tcg_2005_2015_h13_16d,m_tcg_2005_2015_h13_full,.geo
155,130,-1.63715,2.384615385,1.32529629,0.256107,3,2.5,1.314257481,0.923076923,91,Ro,0,N,3 91,42.36480342,-72.33276615,-0.733943629,-1.296254222,-0.737936228,-1.370247195,-0.627685085,-1.10857394,-0.777663859,-1.520567429,-0.50037715,-0.57734107,-0.50804485,-0.716958563,-1.020338973,-0.749170819,-1.179258698,-1.141656191,-1.637151425,-0.829854169,-0.946096299,-0.651914571,-0.81598701,-1.710124279,-1.228203331,-1.616572301,-1.223118278,-0.858253085,-1.619153892,-0.868229062,-1.680091513,-0.867059022,-1.282778614,-1.005925728,-1.749215738,"{""type"":""Point"",""coordinates"":[-72.33276747041471,42.364793304503756]}"
156,110,-1.28564,1.636363636,0.674199862,0.51775,3,1.7,0.674948558,0.909090909,92,Ro,0,N,3 92,42.36467565,-72.33356705,-0.836854457,-1.344921763,-0.772285215,-1.448802629,-0.914185099,-1.461176659,-1.019568723,-1.84625844,-0.625577136,-0.592759662,-0.579220393,-0.702983543,-1.262355225,-0.984677451,-1.456753738,-1.354166011,-1.285636315,-1.402230191,-1.040074158,-1.027868364,-0.940493854,-1.963757504,-1.20193716,-1.835786208,-1.24099897,-0.848219821,-1.450749895,-0.774913167,-1.574209069,-1.049298511,-1.594261766,-1.155944188,-2.008246136,"{""type"":""Point"",""coordinates"":[-72.33356845655818,42.364667552333]}"
157,130,-1.47906,2.461538462,1.265924209,0.171695,3,2.727272727,1.190874392,0.846153846,93,Ro,0,N,3 93,42.3639572,-72.33268194,-0.696131665,-1.303606324,-0.501613454,-1.270240002,-0.610584507,-1.065511503,-0.583309564,-1.295438128,-0.59859323,-0.730937834,-0.443109427,-0.679976104,-0.917518522,-0.760502053,-0.973867129,-1.019272077,-1.479059219,-1.469529431,-1.303132036,-1.010161155,-1.071546424,-1.933415667,-1.297266293,-1.620552283,-1.182598086,-0.948605894,-1.565228618,-0.833386344,-1.5855556,-0.923431543,-1.346966601,-0.944369258,-1.636200127,"{""type"":""Point"",""coordinates"":[-72.33267948452433,42.363947804622036]}"
0000000000000000015d,40,-1.17138,1.5,1,0.448027,3,3,NA,0.25,99,Ro,0,N,3 99,42.36213249,-72.331803,-0.026295734,-0.440646833,0.053583003,-0.180640751,0.094350506,-0.029328257,0.103322012,-0.081199238,0.097744597,-0.088487429,0.162348219,0.024194655,-0.638887459,-0.01528689,-0.638471025,-0.172582579,-1.171382757,0.362112279,-0.215772236,0.403619252,0.00214508,-1.137819009,-0.347533458,-0.719746098,-0.246919476,-0.095914957,-0.480409756,-0.031612756,-0.244174664,-0.075284402,-0.178066138,-0.070458774,-0.23563902,"{""type"":""Point"",""coordinates"":[-72.33180551099879,42.362122290128845]}"
173,90,-2.15233,2,1.118033989,0.431684,5,2.2,0.836660027,0.555555556,11,Ro,0,N,5 11,42.35408777,-72.27824317,-1.460679957,-1.353979644,-1.163943404,-1.158083155,-1.311734171,-1.128555372,-1.267420176,-1.088153642,-0.678669402,-0.529289342,-0.544909371,-0.502337737,-1.165158224,-0.913381448,-1.229769114,-0.9797409,-2.152328067,-1.225211206,-1.559632338,-0.847479151,-1.274317342,-2.143738771,-1.784535774,-1.846138473,-1.51113131,-1.55212432,-1.49698487,-1.290398971,-1.364176111,-1.53181955,-1.329742706,-1.525382352,-1.340245168,"{""type"":""Point"",""coordinates"":[-72.27823905009836,42.35408064074331]}"
0000000000000000017f,110,-1.67641,2.454545455,0.687551651,0.206094,5,2.714285714,0.755928946,0.636363636,26,Ro,0,N,5 26,42.34737381,-72.27490794,-1.762891669,-1.314465972,-1.342433794,-1.10614198,-1.722241742,-1.362077847,-1.482308721,-1.215180407,-0.82009879,-0.619650984,-0.693891453,-0.576253721,-1.079313964,-0.759490029,-1.088843305,-0.802879575,-1.676410294,-1.191259221,-1.086153171,-0.835078043,-0.833604058,-2.433519221,-1.702990157,-2.004088245,-1.364050251,-1.995633438,-1.395304743,-1.597217063,-1.228992293,-2.005111293,-1.528985419,-1.87990527,-1.45357024,"{""type"":""Point"",""coordinates"":[-72.2749076679644,42.34736563013184]}"
180,130,-0.502821,2.615384615,0.960768923,0.350836,5,2.75,0.957427108,0.307692308,27,Ro,0,N,5 27,42.34652757,-72.27482446,-1.32049043,-0.841180538,-0.880150838,-0.605772988,-0.713854735,-0.754721266,-0.503542023,-0.605368472,-0.739619596,-0.379902732,-0.574827724,-0.311649247,-0.634306119,-0.436901111,-0.520138102,-0.402458239,-0.502821471,-0.460684266,-0.58384136,-0.255234193,-0.422712535,-1.279945514,-0.944256741,-0.948502716,-0.699974501,-1.2995611,-0.771128301,-0.891372622,-0.550501945,-0.825586692,-0.79233806,-0.641417369,-0.678786523,"{""type"":""Point"",""coordinates"":[-72.27482040726689,42.34652011041082]}"
199,100,-1.23869,1.9,1.100504935,0.575778,5,2.8,0.836660027,0.5,59,Ro,0,N,5 59,42.34303063,-72.2798242,-2.246243873,-1.64682988,-2.135285451,-1.708901502,-1.920070788,-1.863549149,-2.019168186,-1.86487728,-1.128152989,-0.597519729,-1.065462791,-0.636101186,-1.641243066,-1.516584418,-1.713448646,-1.585365007,-1.238691442,-1.542611116,-1.40193759,-1.334709851,-1.250071439,-2.626139358,-2.312670987,-2.433150569,-2.008507401,-2.192581789,-1.552751603,-2.095281944,-1.62832794,-2.151706717,-2.037475336,-2.324368187,-2.093931682,"{""type"":""Point"",""coordinates"":[-72.27982386119743,42.343023820423824]}"
000000000000000001b8,140,-0.323987,1.071428571,0.267261242,0.22249,4,NA,NA,0,2,Ro,0,N,4 2,42.42500634,-72.33492331,0.660774519,0.183649388,0.576840239,0.139915193,-0.494231602,-0.328349648,-0.291940825,-0.288422014,0.375492523,0.331143774,0.357658851,0.255472606,-0.425325852,-0.199433289,-0.454407665,-0.31799139,-0.323987341,-0.005989745,-0.082798674,0.085652053,-0.03134746,-1.198488603,-1.101157661,-0.969624397,-0.836462924,0.687023113,0.298300472,0.603375461,0.23493984,-0.607297873,-0.41467158,-0.402246673,-0.376742473,"{""type"":""Point"",""coordinates"":[-72.33491985371761,42.42499813124438]}"
000000000000000001bf,120,-1.70943,1.5,0.522232968,0.199831,4,1.625,0.51754917,0.666666667,9,Ro,0,N,4 9,42.42445453,-72.32451495,-0.638797711,-0.842892652,-0.563372918,-0.756585089,-1.245308239,-1.127617712,-0.866182353,-1.120690537,-0.255861421,-0.211297186,-0.195591317,-0.180114959,-0.75065048,-0.543559475,-0.673600282,-0.694284937,-1.709427329,-1.516471279,-1.348036831,-1.191816551,-1.148861716,-2.218902884,-1.711602365,-1.759389813,-1.538220894,-0.826424857,-1.07395287,-0.817415313,-1.053599409,-1.698980454,-1.46369323,-1.289275439,-1.464966869,"{""type"":""Point"",""coordinates"":[-72.32451315522333,42.42444578123039]}"
000000000000000001c0,90,-1.83473,1.555555556,0.527046277,0.156574,4,1.571428571,0.534522484,0.777777778,10,Ro,0,N,4 10,42.42328203,-72.32416566,-0.579194268,-0.849170754,-0.609799636,-0.877274589,-0.836716981,-0.99642092,-0.701740763,-1.135573402,-0.426762224,-0.412506215,-0.595396116,-0.534581855,-0.597674094,-0.571363483,-0.619044205,-0.821999236,-1.834729646,-1.533251626,-1.6351476,-1.265550524,-1.451717203,-1.726489857,-1.639371775,-1.522421603,-1.515266726,-0.739238648,-1.108784608,-0.787055896,-1.169001678,-1.146265556,-1.229191137,-0.991059823,-1.381619477,"{""type"":""Point"",""coordinates"":[-72.3241635044401,42.42327206107378]}"
000000000000000001c1,80,-1.08355,1.25,0.46291005,0.160197,4,1.166666667,0.40824829,0.75,11,Ro,0,N,4 11,42.42322046,-72.32532281,-0.257268589,-0.661136483,-0.136567799,-0.445743925,-0.749566649,-0.827395636,-0.48075759,-0.878651322,-0.200082345,-0.401662119,-0.110304324,-0.262395908,-0.510288332,-0.466417534,-0.444806436,-0.660736096,-1.083550241,-1.271057169,-1.616188733,-0.915753785,-1.227193208,-1.798671735,-1.642213697,-1.456145794,-1.479766049,-0.403074328,-0.796361309,-0.308582774,-0.614517827,-1.133325763,-1.187922923,-0.844524857,-1.257384671,"{""type"":""Point"",""coordinates"":[-72.32532405687829,42.42321312581494]}"
000000000000000001c3,170,-3.00888,2.705882353,1.212678125,0.349248,4,3.230769231,0.832050294,0.764705882,13,Ro,0,N,4 13,42.42177409,-72.32052592,-1.534826807,-1.626320494,-1.504991561,-1.6605798,-1.595223578,-1.611899296,-1.56496142,-1.767080312,-0.31816202,-0.532929962,-0.391463871,-0.688148316,-0.645538678,-0.710148986,-0.652162209,-0.874163318,-3.008879132,-1.451147217,-1.389329015,-1.19395567,-1.281602722,-1.689044911,-1.483526804,-1.529819093,-1.403883626,-1.73608693,-1.758796318,-1.709733764,-1.810161226,-1.820004638,-1.836972997,-1.823628712,-2.031061192,"{""type"":""Point"",""coordinates"":[-72.32052216333771,42.4217652459796]}"
000000000000000001c4,120,-0.437664,1,0,0.389861,4,1,0,0.166666667,14,Ro,0,N,4 14,42.42237417,-72.32523862,0.291294835,-0.139842687,0.346498277,0.080306116,-0.387062644,-0.408640155,-0.114797496,-0.354483784,-0.093045534,-0.126830394,-0.067023854,0.027883746,-0.496150082,-0.331769139,-0.43749325,-0.336078242,-0.437663704,-0.642073178,-0.903635948,-0.448596468,-0.600533307,-1.706272025,-1.514786206,-1.401225008,-1.244229326,0.153878038,-0.292283582,0.229902147,-0.05409341,-0.744758065,-0.687912729,-0.446316643,-0.636150166,"{""type"":""Point"",""coordinates"":[-72.32523758429494,42.422363253055174]}"
000000000000000001c9,170,-1.63131,1.647058824,0.785905248,0.184984,4,1.647058824,0.785905248,1,19,Ro,0,N,4 19,42.42246748,-72.33467038,-0.842273738,-0.923578912,-0.938618515,-0.959060268,-2.021968471,-1.652792944,-1.738362629,-1.701860248,-0.429395135,-0.388993127,-0.617379198,-0.548902128,-0.846784096,-0.927801238,-0.901019504,-1.182666233,-1.631314777,-1.556436087,-1.487611256,-1.355224974,-1.348655768,-2.038960215,-1.867325006,-1.904329776,-1.803844205,-0.980531993,-1.095508566,-1.150540802,-1.205361527,-2.246809217,-1.944978698,-2.04509909,-2.126845495,"{""type"":""Point"",""coordinates"":[-72.33466885802042,42.422459322928646]}"
000000000000000001ca,160,-1.85942,1.8125,0.75,0.32906,4,1.8125,0.75,1,20,Ro,0,N,4 20,42.42220743,-72.33476081,-0.857532724,-1.00105537,-0.978999745,-1.099953471,-1.821482548,-1.435728417,-1.590564605,-1.468951965,-0.296930164,-0.299936967,-0.487709855,-0.519789754,-0.491139876,-0.403789954,-0.588989302,-0.637692564,-1.859415556,-1.191040401,-1.132282314,-1.047726642,-1.090286947,-1.698211084,-1.375900592,-1.594243118,-1.334238405,-0.911923136,-1.094707289,-1.125897428,-1.284120421,-2.015430688,-1.67306663,-1.848118735,-1.77758356,"{""type"":""Point"",""coordinates"":[-72.33476012146173,42.4221968489981]}"
000000000000000001da,110,-1.97843,1.818181818,0.603022689,0.228229,4,1.818181818,0.603022689,1,36,Ro,0,N,4 36,42.42074315,-72.32391313,-0.315161877,-0.898049108,-0.384642326,-0.961216249,-0.963362481,-0.96314234,-0.919268363,-1.23667817,-0.237448493,-0.515717078,-0.439927456,-0.729941193,-0.401704055,-0.360219232,-0.512230702,-0.685419145,-1.97842741,-0.977642915,-1.474327197,-0.948635533,-1.408077135,-1.755737291,-1.275252436,-1.500185481,-1.214838442,-0.49605408,-1.083117539,-0.592807052,-1.188565329,-1.184597544,-1.165968525,-1.181641389,-1.449246501,"{""type"":""Point"",""coordinates"":[-72.32391290787008,42.420733237820095]}"
000000000000000001db,100,-1.70457,2.2,0.632455532,0.280236,4,2.333333333,0.5,0.9,37,Ro,0,N,4 37,42.42054467,-72.32284648,-0.260619667,-0.706046859,-0.29517242,-0.786528615,-0.689718278,-0.678871254,-0.639044056,-0.912461953,-0.22874524,-0.46012896,-0.415648523,-0.703690131,-0.534575186,-0.383034133,-0.729256389,-0.718000249,-1.704574361,-1.335117028,-1.354321141,-1.123870824,-1.219420413,-1.827033463,-1.257504085,-1.643087874,-1.17171395,-0.328478808,-0.824870967,-0.370449769,-0.907189453,-0.962097625,-0.853371351,-0.914326288,-1.092887776,"{""type"":""Point"",""coordinates"":[-72.32284808804172,42.420535092756325]}"
000000000000000001dd,110,-1.44422,1.818181818,1.07871978,0.383462,4,2.8,0.836660027,0.454545455,39,Ro,0,N,4 39,42.41929674,-72.31911644,-0.94090198,-0.943694158,-0.625536243,-0.894533809,-1.258664464,-0.997138888,-0.893302803,-0.922840504,-0.401638073,-0.422770049,-0.298202495,-0.582090395,-0.949834403,-0.679664215,-0.858496006,-0.706742771,-1.444216156,-0.643244093,-0.840718788,-0.383356723,-0.730079722,-1.647526704,-0.978871455,-1.33689023,-0.755187097,-1.021857362,-0.940525393,-0.843285373,-0.969441626,-1.603374049,-1.274235408,-1.353120959,-1.231478915,"{""type"":""Point"",""coordinates"":[-72.31911709785103,42.41928640552382]}"
000000000000000001df,130,-0.554795,1.692307692,0.751067616,0.32106,4,2,0.755928946,0.615384615,41,Ro,0,N,4 41,42.41858279,-72.3197434,-0.332325372,-0.730771711,-0.243398829,-0.827561405,-0.515410698,-0.807460836,-0.53309893,-0.978905577,0.088961936,-0.140326592,0.094559167,-0.374567881,-0.149349952,-0.287050119,-0.295757421,-0.478872009,-0.554795416,-0.472835141,-0.677725341,-0.3114255,-0.667954373,-0.901848421,-0.843404616,-0.895985674,-0.805950608,-0.396264455,-0.919396061,-0.289927812,-1.001557674,-0.810325267,-1.090308633,-0.823646101,-1.283728619,"{""type"":""Point"",""coordinates"":[-72.31974102051724,42.41857331884646]}"
1.00E+00,80,-1.22192,1.75,0.46291005,0.192138,4,1.75,0.46291005,1,42,Ro,0,N,4 42,42.41860123,-72.32579386,0.071567964,-0.234524995,-0.034665367,-0.374791412,-0.595301636,-0.347156789,-0.632511797,-0.595742679,0.135350117,0.008525122,-0.035640794,-0.210463758,-0.508045458,-0.313249617,-0.76670968,-0.71786412,-1.221917561,-0.322160865,-0.730880571,-0.309479333,-0.688313896,-1.866346297,-1.400280548,-1.869750135,-1.430467992,-0.054112942,-0.380303345,-0.130363895,-0.512280795,-0.852808489,-0.593628867,-0.877984282,-0.828051305,"{""type"":""Point"",""coordinates"":[-72.32579190826009,42.41859068951942]}"
1.00E+01,80,-1.21009,1.75,0.707106781,0.175528,4,1.666666667,0.816496581,0.75,43,Ro,0,N,4 43,42.41854421,-72.32846355,0.054596906,-0.42119902,-0.197998453,-0.649956743,-0.86646492,-0.452671736,-0.913992052,-0.784022874,0.224355251,-0.029243023,-0.040347836,-0.274044106,-0.540830815,-0.136764448,-0.78645881,-0.656570879,-1.210091019,-0.758418063,-0.94515717,-0.764557703,-0.943019051,-2.014480894,-1.44001471,-2.064762034,-1.579234563,-0.016552622,-0.494872123,-0.250054904,-0.7158398,-1.136986627,-0.665953841,-1.13659213,-0.971741209,"{""type"":""Point"",""coordinates"":[-72.32845994197118,42.418537355722364]}"
1.00E+02,90,-1.29218,1.333333333,0.5,0.230956,4,1.333333333,0.577350269,0.333333333,44,Ro,0,N,4 44,42.41847806,-72.32810801,0.138586055,-0.203226275,-0.127508291,-0.417007462,-0.421832999,-0.344495006,-0.468058588,-0.747909762,0.309631673,0.150326835,0.066741067,-0.078266416,-0.422474624,-0.064395261,-0.668364309,-0.560376185,-1.292176565,-0.312148074,-0.770386588,-0.375203957,-0.762759786,-1.719808947,-1.261323207,-1.732146768,-1.415045308,0.040429479,-0.242691361,-0.214250479,-0.442090928,-0.637597115,-0.524864301,-0.624463309,-0.903991022,"{""type"":""Point"",""coordinates"":[-72.32810696920477,42.418471685780666]}"
3,200,-0.384182,1.25,0.550119604,0.286268,6,NA,NA,0,77,Wp,0,N,6 77,42.42528171,-72.24130677,-0.224599651,-0.372568269,-0.075466536,-0.235940497,-0.184341441,-0.131308184,-0.021005217,-0.006051202,0.528915123,0.273814668,0.521279952,0.220081844,-0.497668605,-0.091536651,-0.357142553,0.008272387,-0.384182438,0.884124371,0.292603399,0.794618055,0.222201099,-0.93241539,-0.594292816,-0.688201524,-0.380626948,-0.148126586,-0.368061671,-0.044857639,-0.276064515,-0.534064908,-0.379207732,-0.328825083,-0.21902341,"{""type"":""Point"",""coordinates"":[-72.2413029052729,42.42527356885987]}"
0000000000000000002c,120,-0.0370556,1.083333333,0.288675135,0.436121,1,1,NA,0.083333333,13,Wp,0,N,1 13,42.32408172,-72.38470743,0.22132339,-0.167724935,0.35575966,0.192352709,-0.484407685,-0.48685743,-0.403183114,-0.424556372,0.66639613,0.781882647,0.766521651,0.909032544,-0.205745642,-0.138654889,-0.261770855,-0.162645905,-0.037055598,0.678069434,0.676340816,0.772164529,0.824248296,-0.727778333,-0.56370042,-0.787200286,-0.538472217,0.507183103,-0.031448722,0.611701112,0.336200922,-0.762221989,-0.651436455,-0.64569095,-0.552061766,"{""type"":""Point"",""coordinates"":[-72.38470384237336,42.324073126817105]}"
78,120,-2.44889,1.833333333,1.337115847,0.432876,1,3.25,1.5,0.333333333,89,Wp,0,N,1 89,42.31189,-72.37570404,-1.178768111,-1.491823035,-1.258568329,-1.645714266,-1.316804149,-1.097286838,-1.467488995,-1.132221141,0.054811716,0.135383289,0.056232197,0.061018441,-0.77798812,-0.653268354,-1.061931053,-0.780706339,-2.448893441,-0.552456463,-0.937749248,-0.520855556,-0.921263381,-1.853023251,-1.484918507,-1.927626279,-1.369527279,-1.277077866,-1.621935147,-1.446601947,-1.863186538,-1.441602399,-1.23636983,-1.744313364,-1.349485156,"{""type"":""Point"",""coordinates"":[-72.37570277857989,42.31188003617222]}"
79,120,-1.8287,1.333333333,0.887625365,0.409644,1,2,NA,0.083333333,90,Wp,0,N,1 90,42.31110988,-72.37597441,0.460047477,-0.045535012,0.19629218,-0.315558898,-0.241493466,-0.287879998,-0.340199813,-0.370342061,0.588577873,0.629316626,0.403782664,0.330742908,-0.516781678,-0.243049201,-0.716589765,-0.372395988,-1.828704476,1.133361627,0.45075711,0.825574243,0.204585503,-1.017086499,-0.745612203,-1.138845219,-0.764654775,0.294957613,-0.04901466,0.064701143,-0.358059428,-0.647859549,-0.493299599,-0.778560341,-0.59336001,"{""type"":""Point"",""coordinates"":[-72.37597268538619,42.31110124736293]}"
0000000000000000007a,90,-0.804176,1.111111111,0.333333333,0.330771,1,2,NA,0.111111111,91,Wp,0,N,1 91,42.31097786,-72.37526433,-0.010895938,-0.174181998,0.100187687,-0.257866329,-0.209923772,0.286563808,-0.1811352,0.220772596,0.467651134,0.776898947,0.47815885,0.56790451,-0.49747609,-0.144607179,-0.538165761,-0.163081832,-0.804176211,0.569162759,0.292458854,0.622301801,0.203347294,-1.261434994,-0.688328863,-1.215830756,-0.571422704,0.098004733,-0.124791268,0.176656905,-0.229309793,-0.411728128,0.164352694,-0.374298827,0.127125646,"{""type"":""Point"",""coordinates"":[-72.37526186598932,42.31096909087892]}"
0000000000000000007e,50,-0.581051,1,0,0.704111,1,NA,NA,0,95,Wp,0,N,1 95,42.30869949,-72.37492023,-0.354477303,-1.082166431,-0.185111982,-0.838699257,-0.646592297,-0.161033948,-0.321977463,-0.191517178,0.675177475,-0.02765791,0.59595389,-0.17297414,-0.837748377,-0.525431132,-0.78402692,-0.599331689,-0.581050661,1.306973883,-0.077053306,1.128977722,-0.084746028,-1.083217416,-0.647682559,-0.88947339,-0.508118842,-0.698374462,-1.148727406,-0.394526734,-0.857502925,-0.984207214,-0.35554373,-0.549206482,-0.329055676,"{""type"":""Point"",""coordinates"":[-72.37492033893957,42.308688899763915]}"
93,150,-1.53923,1.2,0.560611911,0.742566,6,1.428571429,0.786795792,0.466666667,16,Wp,0,N,6 16,42.42947982,-72.23264558,-1.301128942,-1.298682892,-0.959658909,-0.920754391,-0.470058585,-0.561775483,-0.265050543,-0.44244348,-0.289483572,-0.509277614,-0.122356011,-0.386727491,-0.906491722,-0.414207886,-0.770075554,-0.375895066,-1.539225301,0.06540978,-0.716933032,0.153556987,-0.55630721,-1.459489632,-0.991448905,-1.217732858,-0.846428415,-1.148306949,-1.148803171,-0.870721832,-0.846927337,-0.730077692,-0.647935612,-0.500407767,-0.543058658,"{""type"":""Point"",""coordinates"":[-72.23264375706724,42.42947124757387]}"
94,170,-0.393682,1.470588235,0.624264273,0.985024,6,2.5,0.707106781,0.117647059,17,Wp,0,N,6 17,42.42934699,-72.23193456,-0.118603099,-0.160876329,0.102400383,0.096602938,0.31741252,0.273773796,0.430043751,0.351634796,0.268806111,-0.007787237,0.43378279,0.120244893,-0.295332072,0.013599615,-0.144613584,0.100849451,-0.39368248,0.850201992,-0.090222073,0.861850895,0.050583677,-0.532362631,-0.241100119,-0.353418258,-0.106938608,0.086222272,0.064366485,0.269686554,0.260762699,0.108521917,0.182713151,0.254503284,0.263133525,"{""type"":""Point"",""coordinates"":[-72.23193200030309,42.4293382854272]}"
95,140,0.119086,1.142857143,0.36313652,0.407653,6,NA,NA,0,18,Wp,0,N,6 18,42.4286942,-72.23140518,-0.325993677,-0.247331497,-0.106594712,0.075240513,-0.109593896,-0.133535088,0.144919009,0.03277789,0.108119809,-0.036467026,0.23959862,0.164614499,-0.391249818,-0.201313069,-0.169946135,-0.055214278,0.119086297,0.47198867,-0.16294438,0.544262026,0.056216248,-0.880792448,-0.59584567,-0.576874107,-0.388258924,-0.311680847,-0.167634292,-0.091572571,0.138897278,-0.536595008,-0.311349685,-0.190884539,-0.097703099,"{""type"":""Point"",""coordinates"":[-72.23140206880488,42.42868481418561]}"
96,120,-0.434039,1,0,0.241125,6,NA,NA,0,19,Wp,0,N,6 19,42.42850063,-72.2318515,-0.472214302,-0.437718177,-0.165312255,-0.029055089,0.009398042,0.048672979,0.201194209,0.154512595,0.097909072,-0.09181609,0.253148712,0.090440533,-0.497391808,-0.162523679,-0.261073736,-0.039760416,-0.434039017,0.638147804,-0.036785004,0.733716243,0.144865514,-0.742094697,-0.33640728,-0.453618312,-0.192122978,-0.168836709,-0.05353284,0.054647025,0.223548159,-0.418438248,-0.129879748,-0.128930106,0.014888801,"{""type"":""Point"",""coordinates"":[-72.23185104178796,42.42849374458392]}"
000000000000000000af,120,-1.68712,1.083333333,0.288675135,0.406412,6,2,NA,0.083333333,44,Wp,0,N,6 44,42.42965729,-72.2454594,-1.944343903,-1.408487736,-1.300314663,-1.034197254,-1.482060699,-1.180487564,-0.945128648,-0.899627917,-0.778739592,-0.797183969,-0.534930341,-0.615135371,-1.145993594,-0.926375198,-0.909656363,-0.829923642,-1.687124314,-1.394824566,-1.480732525,-1.003382779,-1.171838802,-2.279225538,-1.684476786,-1.73217806,-1.342691259,-1.933943035,-1.494445237,-1.454053196,-1.193233776,-1.821142113,-1.401495233,-1.356623464,-1.181778905,"{""type"":""Point"",""coordinates"":[-72.24545916875867,42.42964671175859]}"
000000000000000000b1,190,-0.11584,1.157894737,0.688247202,0.327826,6,NA,NA,0,46,Wp,0,N,6 46,42.42830707,-72.23229782,-0.106937359,-0.074808233,0.05985278,0.17173366,0.032881795,0.258693165,0.139433005,0.265571765,0.518834493,0.120032472,0.622799189,0.247318046,-0.506636366,-0.080771083,-0.389593868,-0.017404952,-0.115840343,1.018823074,0.030632097,1.073360751,0.179790583,-0.716082166,-0.385845455,-0.597731014,-0.291663249,0.046504814,0.151294942,0.179070898,0.328263467,-0.468848592,0.024966353,-0.268475541,0.074610071,"{""type"":""Point"",""coordinates"":[-72.232295632699,42.4282972729172]}"
000000000000000000b2,160,-0.761898,1.0625,0.25,0.484419,6,2,NA,0.0625,47,Wp,0,N,6 47,42.42713997,-72.23346286,-1.31886915,-1.06578244,-1.068055314,-0.804107035,-0.640646911,-0.630200121,-0.420359476,-0.412155981,0.179287769,0.060784683,0.215433542,0.127654489,-0.873030936,-0.476088359,-0.716447778,-0.337701396,-0.761898295,0.34351465,-0.107771828,0.422525839,0.010756154,-1.258871466,-0.826328654,-0.95497797,-0.561184702,-1.124704841,-1.045346716,-1.012037885,-0.83366844,-1.167355833,-0.874265862,-0.950780962,-0.65535578,"{""type"":""Point"",""coordinates"":[-72.23346114097019,42.42713111598315]}"
000000000000000000b3,80,-0.919754,1.125,0.353553391,0.287159,6,NA,NA,0,48,Wp,0,N,6 48,42.42447374,-72.23401541,-1.159154439,-0.950563908,-0.870993397,-0.842900538,-0.578211385,-0.466372682,-0.358884219,-0.277000085,-1.260066784,-1.189489214,-1.27784984,-1.27822979,-0.808533756,-0.54477382,-0.760665552,-0.501948041,-0.919753782,0.642109236,8.65E-04,0.516424629,-0.061465761,-0.734857984,-0.483915482,-0.445797476,-0.202707726,-0.940991182,-0.765860162,-0.715470989,-0.699374376,-0.80716442,-0.632383716,-0.53787098,-0.403848621,"{""type"":""Point"",""coordinates"":[-72.23401569888841,42.42446695811343]}"
0000000000000000010a,160,-0.1265,1.5625,1.093541647,0.253236,3,NA,NA,0,10,Wp,0,N,3 10,42.3714274,-72.32819453,0.429535647,-0.540828756,0.430797265,-0.256792743,0.223986525,-0.180377783,0.098658794,-0.217943111,0.270047485,-0.014858731,0.333003903,0.038886564,-0.71842381,-0.45771559,-0.74254695,-0.571310414,-0.126499638,0.698691706,-0.034487643,0.677905602,0.089260105,-1.221248869,-0.634955922,-1.040617949,-0.524103269,0.414391981,-0.426444191,0.450289867,-0.168906513,-0.081623711,-0.295112797,-0.127986576,-0.323422396,"{""type"":""Point"",""coordinates"":[-72.32819332485202,42.37141773565946]}"
0000000000000000010c,90,0.0977496,1.222222222,0.666666667,0.305034,3,3,NA,0.111111111,12,Wp,0,N,3 12,42.37045343,-72.32891134,-0.249268373,-0.496369625,-0.260697219,-0.372543036,-0.572503277,-0.497158975,-0.623355703,-0.631186447,0.349303567,0.321030842,0.360685875,0.279438786,-0.306631508,-0.089226295,-0.44241885,-0.290191302,0.097749637,-0.189646297,-0.21601934,-0.161218134,-0.141379054,-1.660808292,-1.053816606,-1.297887857,-0.958444489,-0.284419835,-0.520620406,-0.317415734,-0.426339552,-0.87147181,-0.747011656,-0.912585427,-0.900257225,"{""type"":""Point"",""coordinates"":[-72.32891382150221,42.370443292901854]}"
